id,sub_id,text
$GRASE_QST_06_0400_1400_00_beg,ACTOR,Beck
$GRASE_QST_06_0500_0100_00_beg,,"Alright, next up,<br>how about you tell me about your résumé?"
$GRASE_QST_06_0500_0100_00_beg,ACTOR,Beck
$GRASE_QST_06_0500_0200_00_sys,,How about you tell me about your résumé?
$GRASE_QST_06_0500_0300_00_sys,,Ex-Soldier.
$GRASE_QST_06_0500_0400_00_sys,,Jack-of-all-trades.
$GRASE_QST_06_0500_0500_00_sys,,No answer.
$GRASE_QST_06_0500_0600_00_beg,,"Well, well, that’s one impressive résumé, ain’t it?"
$GRASE_QST_06_0500_0600_00_beg,ACTOR,Beck
$GRASE_QST_06_0500_0610_00_beg,,No wonder you’re so tough!
$GRASE_QST_06_0500_0610_00_beg,ACTOR,Beck
$GRASE_QST_06_0500_0700_00_beg,,"Hoho~ A jack-of-all-trades, huh?<br>So that means you’ll do just about anything, right?"
$GRASE_QST_06_0500_0700_00_beg,ACTOR,Beck
$GRASE_QST_06_0500_0800_00_beg,,I’ll make damn good use of ya!
$GRASE_QST_06_0500_0800_00_beg,ACTOR,Beck
$GRASE_QST_06_0500_0900_00_beg,,"Hmph hmph, ‟Unemployed,” huh?"
$GRASE_QST_06_0500_0900_00_beg,ACTOR,Beck
$GRASE_QST_06_0600_0100_00_beg,,"Ahem~ My Beck Company<br>makes a living outta monster hunting, see?"
$GRASE_QST_06_0600_0100_00_beg,ACTOR,Beck
$GRASE_QST_06_0600_0200_00_beg,,"So, how you gonna contribute, kid?"
$GRASE_QST_06_0600_0200_00_beg,ACTOR,Beck
$GRASE_QST_06_0600_0300_00_sys,,"So, how you gonna contribute?"
$GRASE_QST_06_0600_0400_00_sys,,Take down monsters.
$GRASE_QST_06_0600_0500_00_sys,,Be a billboard.
$GRASE_QST_06_0600_0600_00_sys,,Lighten the mood.
$GRASE_QST_06_0600_0700_00_sys,,No answer.
$GRASE_QST_06_0600_0800_00_bad,,"Boss, this guy’s skills are the real deal.<br>Think we should hire him as frontline muscle?"
$GRASE_QST_06_0600_0800_00_bad,ACTOR,Burke
$GRASE_QST_06_0600_0800_05_beg,,
$GRASE_QST_06_0600_0800_05_beg,ACTOR,Beck
$GRASE_QST_06_0600_0800_07_bon,,
$GRASE_QST_06_0600_0800_07_bon,ACTOR,Burt
$GRASE_QST_06_0600_0900_00_buc,,"Man, we got our asses handed to us!"
$GRASE_QST_06_0600_0900_00_buc,ACTOR,Butch
$GRASE_QST_06_0600_0900_05_bad,,
$GRASE_QST_06_0600_0900_05_bad,ACTOR,Burke
$GRASE_QST_06_0600_0900_07_buc,,
$GRASE_QST_06_0600_0900_07_buc,ACTOR,Butch
$GRASE_QST_06_0600_0900_09_bon,,
$GRASE_QST_06_0600_0900_09_bon,ACTOR,Burt
$GRASE_QST_06_0600_1000_00_beg,,"Oh, then how about<br>you hold up a sign and sing us a jingle?"
$GRASE_QST_06_0600_1000_00_beg,ACTOR,Beck
$GRASE_QST_06_0600_1100_00_beg,,"Beck Beck, Beck Beck, Beck Compa~ny!"
$GRASE_QST_06_0600_1100_00_beg,ACTOR,Beck
$GRASE_QST_06_0600_1200_00_beg,,"Oh, that’s a surprise!"
$GRASE_QST_06_0600_1200_00_beg,ACTOR,Beck
$GRASE_QST_06_0600_1300_00_blt,,That’s a riot!
$GRASE_QST_06_0600_1300_00_blt,ACTOR,Barret
$GRASE_QST_06_0600_1400_00_cld,,
$GRASE_QST_06_0600_1400_00_cld,ACTOR,Cloud
$GRASE_QST_06_0600_1500_00_beg,,"Hmph hmph, ‟No intention of contributing,” huh?"
$GRASE_QST_06_0600_1500_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_0100_00_beg,,"I see, I see."
$GRASE_QST_06_0700_0100_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_0110_00_beg,,Hey!
$GRASE_QST_06_0700_0110_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_0110_05_bad,,
$GRASE_QST_06_0700_0110_05_bad,ACTOR,Burke
$GRASE_QST_06_0700_0110_07_buc,,
$GRASE_QST_06_0700_0110_07_buc,ACTOR,Butch
$GRASE_QST_06_0700_0110_09_bon,,
$GRASE_QST_06_0700_0110_09_bon,ACTOR,Burt
$GRASE_QST_06_0700_0200_00_beg,,Perfect timing—we’ve been<br>struggling to take down some monsters.
$GRASE_QST_06_0700_0200_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_0300_00_beg,,Let’s dump it all on him!
$GRASE_QST_06_0700_0300_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_0300_07_bad,,
$GRASE_QST_06_0700_0300_07_bad,ACTOR,Burke
$GRASE_QST_06_0700_0300_09_buc,,
$GRASE_QST_06_0700_0300_09_buc,ACTOR,Butch
$GRASE_QST_06_0700_0300_11_bon,,
$GRASE_QST_06_0700_0300_11_bon,ACTOR,Burt
$GRASE_QST_06_0700_0400_00_beg,,"After some strict negotiations,<br>you’re officially hired! Congrats!"
$GRASE_QST_06_0700_0400_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_0500_00_bad,,Congrats!
$GRASE_QST_06_0700_0500_00_bad,ACTOR,Burke
$GRASE_QST_06_0700_0600_00_buc,,Congrats!
$GRASE_QST_06_0700_0600_00_buc,ACTOR,Butch
$GRASE_QST_06_0700_0700_00_bon,,Fuga-congrats!
$GRASE_QST_06_0700_0700_00_bon,ACTOR,Burt
$GRASE_QST_06_0700_0700_05_bad,,
$GRASE_QST_06_0700_0700_05_bad,ACTOR,Burke
$GRASE_QST_06_0700_0700_07_buc,,
$GRASE_QST_06_0700_0700_07_buc,ACTOR,Butch
$GRASE_QST_06_0700_0700_09_bon,,
$GRASE_QST_06_0700_0700_09_bon,ACTOR,Burt
$GRASE_QST_06_0700_0800_00_beg,,Your résumé and skills are top-notch.<br>We’ve been waiting for talent like you!
$GRASE_QST_06_0700_0800_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_0900_00_beg,,Be a role model for the others<br>and lead the way!
$GRASE_QST_06_0700_0900_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_0910_00_beg,,Counting on you!
$GRASE_QST_06_0700_0910_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_1000_00_beg,,"That slight standoffishness?<br>Honestly, it’s kinda charming."
$GRASE_QST_06_0700_1000_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_1100_00_beg,,"From now on, learn from your seniors<br>and put in some solid work!"
$GRASE_QST_06_0700_1100_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_1110_00_beg,,Counting on you!
$GRASE_QST_06_0700_1110_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_1200_00_blt,,Huh? He didn’t answer a damn thing!
$GRASE_QST_06_0700_1200_00_blt,ACTOR,Barret
$GRASE_QST_06_0700_1300_00_beg,,That no-nonsense attitude?<br>I like your rebellious spirit!
$GRASE_QST_06_0700_1300_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_1400_00_beg,,Join my company and climb the ranks<br>without kissing anyone’s ass!
$GRASE_QST_06_0700_1400_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_1500_00_buc,,"Me, senior!<br>You, junior!"
$GRASE_QST_06_0700_1500_00_buc,ACTOR,Butch
$GRASE_QST_06_0700_1600_00_bad,,Learn from your seniors and give it your all!
$GRASE_QST_06_0700_1600_00_bad,ACTOR,Burke
$GRASE_QST_06_0700_1600_05_buc,,
$GRASE_QST_06_0700_1600_05_buc,ACTOR,Butch
$GRASE_QST_06_0700_1600_07_bon,,
$GRASE_QST_06_0700_1600_07_bon,ACTOR,Burt
$GRASE_QST_06_0700_1700_00_beg,,"Alright, then let’s get you<br>helping out with monster hunting right away!"
$GRASE_QST_06_0700_1700_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_1800_00_beg,,Location’s the abandoned road on the edge of town.
$GRASE_QST_06_0700_1800_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_1900_00_beg,,"C’mon, newbie, head out first<br>and get ready to fight those monsters!"
$GRASE_QST_06_0700_1900_00_beg,ACTOR,Beck
$GRASE_QST_06_0700_1900_05_bad,,
$GRASE_QST_06_0700_1900_05_bad,ACTOR,Burke
$GRASE_QST_06_0700_1900_07_buc,,
$GRASE_QST_06_0700_1900_07_buc,ACTOR,Butch
$GRASE_QST_06_0700_1900_09_bon,,
$GRASE_QST_06_0700_1900_09_bon,ACTOR,Burt
$GRASE_QST_06_0800_0100_00_blt,,You serious?
$GRASE_QST_06_0800_0100_00_blt,ACTOR,Barret
$GRASE_QST_06_0800_0200_00_cld,,That puts me in a tough spot.
$GRASE_QST_06_0800_0200_00_cld,ACTOR,Cloud
$GRASE_QST_06_0800_0300_00_cld,,Maybe… just a breather.
$GRASE_QST_06_0800_0300_00_cld,ACTOR,Cloud
$GRASE_QST_06_0800_0400_00_blt,,Don’t take a job for that kinda reason!
$GRASE_QST_06_0800_0400_00_blt,ACTOR,Barret
$GRASE_QST_06_0900_0100_00_beg,,The job’s to clean up<br>monsters on the abandoned road outside town.
$GRASE_QST_06_0900_0100_00_beg,ACTOR,Beck
$GRASE_QST_06_0900_0110_00_beg,,Work hard as a member of Beck Company!
$GRASE_QST_06_0900_0110_00_beg,ACTOR,Beck
$GRASE_QST_06_0900_0200_00_bad,,"Truth is, ever since we became a company,<br>we’ve been screwing up left and right."
$GRASE_QST_06_0900_0200_00_bad,ACTOR,Burke
$GRASE_QST_06_0900_0210_00_bad,,You showing up’s a real lifesaver!
$GRASE_QST_06_0900_0210_00_bad,ACTOR,Burke
$GRASE_QST_06_0900_0300_00_beg,,"Hey, don’t spill the beans!"
$GRASE_QST_06_0900_0300_00_beg,ACTOR,Beck
$GRASE_QST_06_0900_0300_05_bad,,Huh?
$GRASE_QST_06_0900_0300_05_bad,ACTOR,Burke
$GRASE_QST_06_0900_0400_00_buc,,You can call me Butch-senpai if ya want!
$GRASE_QST_06_0900_0400_00_buc,ACTOR,Butch
$GRASE_QST_06_0900_0500_00_bon,,Burt-senpai!
$GRASE_QST_06_0900_0500_00_bon,ACTOR,Burt
$GRASE_QST_06_1000_0100_00_blt,,"Guess it’s time for Beck Company work, huh?"
$GRASE_QST_06_1000_0100_00_blt,ACTOR,Barret
$GRASE_QST_06_1000_0200_00_bad,,"Hey, newbies!<br>How’s it going over there?"
$GRASE_QST_06_1000_0200_00_bad,ACTOR,Burke
$GRASE_QST_06_1000_0300_00_buc,,You already take ‘em down?
$GRASE_QST_06_1000_0300_00_buc,ACTOR,Butch
$GRASE_QST_06_1000_0400_00_beg,,Wait—they’re still here!
$GRASE_QST_06_1000_0400_00_beg,ACTOR,Beck
$GRASE_QST_06_1000_0400_05_bad,,
$GRASE_QST_06_1000_0400_05_bad,ACTOR,Burke
$GRASE_QST_06_1000_0400_07_buc,,
$GRASE_QST_06_1000_0400_07_buc,ACTOR,Butch
$GRASE_QST_06_1000_0400_09_bon,,
$GRASE_QST_06_1000_0400_09_bon,ACTOR,Burt
$GRASE_QST_06_1000_0410_00_beg,,"Dammit, we got here too early!"
$GRASE_QST_06_1000_0410_00_beg,ACTOR,Beck
$GRASE_QST_06_1000_0500_00_beg,,"Newbies, finish ‘em off!"
$GRASE_QST_06_1000_0500_00_beg,ACTOR,Beck
$GRASE_QST_06_1100_0100_00_beg,,"C’mon, work, work!"
$GRASE_QST_06_1100_0100_00_beg,ACTOR,Beck
$GRASE_QST_06_1100_0200_00_beg,,"Take ‘em down, newbies!"
$GRASE_QST_06_1100_0200_00_beg,ACTOR,Beck
$GRASE_QST_06_1100_0300_00_beg,,Show ‘em the pride of Beck Company!
$GRASE_QST_06_1100_0300_00_beg,ACTOR,Beck
$GRASE_QST_06_1100_0400_00_bad,,"Not Burke, newbie!"
$GRASE_QST_06_1100_0400_00_bad,ACTOR,Burke
$GRASE_QST_06_1100_0500_00_bad,,Looks like the seniors won’t need to step in.
$GRASE_QST_06_1100_0500_00_bad,ACTOR,Burke
$GRASE_QST_06_1100_0600_00_bad,,Wipe ‘em out!
$GRASE_QST_06_1100_0600_00_bad,ACTOR,Burke
$GRASE_QST_06_1100_0700_00_buc,,"Junior, fight~!"
$GRASE_QST_06_1100_0700_00_buc,ACTOR,Butch
$GRASE_QST_06_1100_0800_00_buc,,We’ve got your back!
$GRASE_QST_06_1100_0800_00_buc,ACTOR,Butch
$GRASE_QST_06_1100_0900_00_buc,,Hang in there!
$GRASE_QST_06_1100_0900_00_buc,ACTOR,Butch
$GRASE_QST_06_1100_1000_00_bon,,Uoooh!
$GRASE_QST_06_1100_1000_00_bon,ACTOR,Burt
$GRASE_QST_06_1100_1100_00_bon,,Fuga-hang in there!
$GRASE_QST_06_1100_1100_00_bon,ACTOR,Burt
$GRASE_QST_06_1100_1200_00_bon,,Ngoh! Ngoh!
$GRASE_QST_06_1100_1200_00_bon,ACTOR,Burt
$GRASE_QST_06_1200_0100_00_beg,,"Good job, you lot!"
$GRASE_QST_06_1200_0100_00_beg,ACTOR,Beck
$GRASE_QST_06_1200_0200_00_beg,,Keep it up and contribute<br>to my Beck Company—
$GRASE_QST_06_1200_0200_00_beg,ACTOR,Beck
$GRASE_QST_06_1200_0200_07_bad,,
$GRASE_QST_06_1200_0200_07_bad,ACTOR,Burke
$GRASE_QST_06_1200_0200_08_buc,,
$GRASE_QST_06_1200_0200_08_buc,ACTOR,Butch
$GRASE_QST_06_1200_0200_09_bon,,
$GRASE_QST_06_1200_0200_09_bon,ACTOR,Burt
$GRASE_QST_06_1200_0200_12_bad,,
$GRASE_QST_06_1200_0200_12_bad,ACTOR,Burke
$GRASE_QST_06_1200_0200_13_buc,,
$GRASE_QST_06_1200_0200_13_buc,ACTOR,Butch
$GRASE_QST_06_1200_0200_14_bon,,
$GRASE_QST_06_1200_0200_14_bon,ACTOR,Burt
$GRASE_QST_06_1200_0200_16_mma,,
$GRASE_QST_06_1200_0200_16_mma,ACTOR,Baglar
$GRASE_QST_06_1200_0200_17_mma,,
$GRASE_QST_06_1200_0200_17_mma,ACTOR,Baglar
$GRASE_QST_06_1200_0200_18_mma,,
$GRASE_QST_06_1200_0200_18_mma,ACTOR,Baglar
$GRASE_QST_06_1200_0300_00_mma,,"Finally tracked you down, Beck Thieves!"
$GRASE_QST_06_1200_0300_00_mma,ACTOR,Baglar
$GRASE_QST_06_1200_0400_00_beg,,You bastards!
$GRASE_QST_06_1200_0400_00_beg,ACTOR,Beck
$GRASE_QST_06_1200_0500_00_mma,,"Fled Midgar, huh?<br>Thought you were up to something,"
$GRASE_QST_06_1200_0500_00_mma,ACTOR,Baglar
$GRASE_QST_06_1200_0510_00_mma,,and turns out you washed your hands of it and started a company!
$GRASE_QST_06_1200_0510_00_mma,ACTOR,Baglar
$GRASE_QST_06_1200_0600_00_mma,,"So, we came all this way<br>to celebrate Beck Company’s founding!"
$GRASE_QST_06_1200_0600_00_mma,ACTOR,Baglar
$GRASE_QST_06_1200_0610_00_mma,,You ready for this?!
$GRASE_QST_06_1200_0610_00_mma,ACTOR,Baglar
$GRASE_QST_06_1200_0610_05_mma,,
$GRASE_QST_06_1200_0610_05_mma,ACTOR,Baglar
$GRASE_QST_06_1200_0700_00_buc,,Hyaa!
$GRASE_QST_06_1200_0700_00_buc,ACTOR,Burke & Butch
$GRASE_QST_06_1200_0800_00_bad,,
$GRASE_QST_06_1200_0800_00_bad,ACTOR,Burke
$GRASE_QST_06_1200_0800_05_bon,,
$GRASE_QST_06_1200_0800_05_bon,ACTOR,Burt
$GRASE_QST_06_1200_0900_00_beg,,Oh yeah? Bring it on!
$GRASE_QST_06_1200_0900_00_beg,ACTOR,Beck
$GRASE_QST_06_1200_0910_00_beg,,"Hey, newbies!"
$GRASE_QST_06_1200_0910_00_beg,ACTOR,Beck
$GRASE_QST_06_1200_1000_00_beg,,This is all yours!
$GRASE_QST_06_1200_1000_00_beg,ACTOR,Beck
$GRASE_QST_06_1200_1100_00_bad,,Take care of it~!
$GRASE_QST_06_1200_1100_00_bad,ACTOR,Burke
$GRASE_QST_06_1200_1200_00_buc,,Take care!
$GRASE_QST_06_1200_1200_00_buc,ACTOR,Butch
$GRASE_QST_06_1200_1300_00_bon,,Funga funga!
$GRASE_QST_06_1200_1300_00_bon,ACTOR,Burt
$GRASE_QST_06_1200_1300_05_beg,,
$GRASE_QST_06_1200_1300_05_beg,ACTOR,Beck
$GRASE_QST_06_1200_1300_07_bad,,
$GRASE_QST_06_1200_1300_07_bad,ACTOR,Burke
$GRASE_QST_06_1200_1300_09_buc,,
$GRASE_QST_06_1200_1300_09_buc,ACTOR,Butch
$GRASE_QST_06_1200_1300_11_bon,,
$GRASE_QST_06_1200_1300_11_bon,ACTOR,Burt
$GRASE_QST_06_1200_1300_13_blt,,
$GRASE_QST_06_1200_1300_13_blt,ACTOR,Barret
$GRASE_QST_06_1200_1400_00_mma,,You’re gonna pay<br>for everything up till now!
$GRASE_QST_06_1200_1400_00_mma,ACTOR,Baglar
$GRASE_QST_06_1200_1500_00_blt,,We ain’t got nothin’ to do with this!
$GRASE_QST_06_1200_1500_00_blt,ACTOR,Barret
$GRASE_QST_06_1300_0100_00_beg,,Hahahah!<br>How’s that? This is Beck Company’s power!
$GRASE_QST_06_1300_0100_00_beg,ACTOR,Beck
$GRASE_QST_06_1300_0100_05_bad,,
$GRASE_QST_06_1300_0100_05_bad,ACTOR,Burke
$GRASE_QST_06_1300_0100_07_buc,,
$GRASE_QST_06_1300_0100_07_buc,ACTOR,Butch
$GRASE_QST_06_1300_0100_09_bon,,
$GRASE_QST_06_1300_0100_09_bon,ACTOR,Burt
$GRASE_QST_06_1300_0200_00_mma,,What kinda company is this?!
$GRASE_QST_06_1300_0200_00_mma,ACTOR,Baglar
$GRASE_QST_06_1300_0300_00_beg,,Eh? You say somethin’?
$GRASE_QST_06_1300_0300_00_beg,ACTOR,Beck
$GRASE_QST_06_1300_0300_05_bad,,
$GRASE_QST_06_1300_0300_05_bad,ACTOR,Burke
$GRASE_QST_06_1300_0300_07_buc,,
$GRASE_QST_06_1300_0300_07_buc,ACTOR,Butch
$GRASE_QST_06_1300_0300_09_bon,,
$GRASE_QST_06_1300_0300_09_bon,ACTOR,Burt
$GRASE_QST_06_1300_0400_00_mma,,"We’re outlaws, ain’t we?!"
$GRASE_QST_06_1300_0400_00_mma,ACTOR,Baglar
$GRASE_QST_06_1300_0410_00_mma,,"Shunned by the slum folks,<br>laughed at, mocked—"
$GRASE_QST_06_1300_0410_00_mma,ACTOR,Baglar
$GRASE_QST_06_1300_0500_00_mma,,"But we still lived free, didn’t we?"
$GRASE_QST_06_1300_0500_00_mma,ACTOR,Baglar
$GRASE_QST_06_1300_0600_00_mma,,"And yet, just ‘cause you lost to some tough guy,<br>you ran off!"
$GRASE_QST_06_1300_0600_00_mma,ACTOR,Baglar
$GRASE_QST_06_1300_0700_00_mma,,"No matter how many times we lost,<br>we played dead and clawed our way back!"
$GRASE_QST_06_1300_0700_00_mma,ACTOR,Baglar
$GRASE_QST_06_1300_0710_00_mma,,A company? Don’t mess with me!<br>Ain’t being free what makes an outlaw?!
$GRASE_QST_06_1300_0710_00_mma,ACTOR,Baglar
$GRASE_QST_06_1300_0710_07_bad,,
$GRASE_QST_06_1300_0710_07_bad,ACTOR,Burke
$GRASE_QST_06_1300_0710_09_buc,,
$GRASE_QST_06_1300_0710_09_buc,ACTOR,Butch
$GRASE_QST_06_1300_0710_11_bon,,
$GRASE_QST_06_1300_0710_11_bon,ACTOR,Burt
$GRASE_QST_06_1300_0800_00_mma,,Wake the hell up!
$GRASE_QST_06_1300_0800_00_mma,ACTOR,Baglar
$GRASE_QST_06_1300_0800_07_bad,,
$GRASE_QST_06_1300_0800_07_bad,ACTOR,Burke
$GRASE_QST_06_1300_0800_09_buc,,
$GRASE_QST_06_1300_0800_09_buc,ACTOR,Butch
$GRASE_QST_06_1300_0800_11_bon,,
$GRASE_QST_06_1300_0800_11_bon,ACTOR,Burt
$GRASE_QST_06_1300_0900_00_buc,,Big bro…
$GRASE_QST_06_1300_0900_00_buc,ACTOR,Butch
$GRASE_QST_06_1300_1000_00_bad,,Guess we really…
$GRASE_QST_06_1300_1000_00_bad,ACTOR,Burke
$GRASE_QST_06_1300_1100_00_beg,,"Heh, looks like I<br>started goin’ soft without even noticing!"
$GRASE_QST_06_1300_1100_00_beg,ACTOR,Beck
$GRASE_QST_06_1300_1200_00_beg,,"Hey, you bastards!"
$GRASE_QST_06_1300_1200_00_beg,ACTOR,Beck
$GRASE_QST_06_1300_1210_00_beg,,Beck Company’s done as of today!
$GRASE_QST_06_1300_1210_00_beg,ACTOR,Beck
$GRASE_QST_06_1300_1300_00_beg,,"And now, I declare the birth of<br>the world-roamin’ outlaws, ‟Beck Riders”!"
$GRASE_QST_06_1300_1300_00_beg,ACTOR,Beck
$GRASE_QST_06_1300_1400_00_bad,,Big bro!
$GRASE_QST_06_1300_1400_00_bad,ACTOR,Burke & Butch
$GRASE_QST_06_1300_1500_00_buc,,
$GRASE_QST_06_1300_1500_00_buc,ACTOR,Butch
$GRASE_QST_06_1300_1600_00_bon,,Fungaa!
$GRASE_QST_06_1300_1600_00_bon,ACTOR,Burt
$GRASE_QST_06_1300_1600_05_beg,,
$GRASE_QST_06_1300_1600_05_beg,ACTOR,Beck
$GRASE_QST_06_1300_1600_08_beg,,
$GRASE_QST_06_1300_1600_08_beg,ACTOR,Beck
$GRASE_QST_06_1300_1700_00_beg,,"Everyone, follow me!"
$GRASE_QST_06_1300_1700_00_beg,ACTOR,Beck
$GRASE_QST_06_1300_1800_00_mma,,"Hey, big bro!"
$GRASE_QST_06_1300_1800_00_mma,ACTOR,Baglar
$GRASE_QST_06_1300_1800_05_bad,,
$GRASE_QST_06_1300_1800_05_bad,ACTOR,Burke
$GRASE_QST_06_1300_1800_07_buc,,
$GRASE_QST_06_1300_1800_07_buc,ACTOR,Butch
$GRASE_QST_06_1300_1800_09_bon,,
$GRASE_QST_06_1300_1800_09_bon,ACTOR,Burt
$GRASE_QST_06_1300_1800_11_bad,,
$GRASE_QST_06_1300_1800_11_bad,ACTOR,Burke
$GRASE_QST_06_1300_1800_13_buc,,
$GRASE_QST_06_1300_1800_13_buc,ACTOR,Butch
$GRASE_QST_06_1300_1800_15_bon,,
$GRASE_QST_06_1300_1800_15_bon,ACTOR,Burt
$GRASE_QST_06_1300_1800_17_mma,,
$GRASE_QST_06_1300_1800_17_mma,ACTOR,Baglar
$GRASE_QST_06_1300_1800_19_mma,,
$GRASE_QST_06_1300_1800_19_mma,ACTOR,Baglar
$GRASE_QST_06_1300_1800_21_mma,,
$GRASE_QST_06_1300_1800_21_mma,ACTOR,Baglar
$GRASE_QST_06_1300_1801_00_mma,,
$GRASE_QST_06_1300_1802_00_mma,,
$GRASE_QST_06_1300_1900_00_beg,,"Sorry, but you’re fired!"
$GRASE_QST_06_1300_1900_00_beg,ACTOR,Beck
$GRASE_QST_06_1300_2000_00_beg,,"Next time we meet,<br>watch out I don’t strip ya bare!"
$GRASE_QST_06_1300_2000_00_beg,ACTOR,Beck
$GRASE_QST_06_1300_2100_00_mma,,
$GRASE_QST_06_1300_2100_00_mma,ACTOR,Baglar
$GRASE_QST_06_1300_2100_03_beg,,
$GRASE_QST_06_1300_2100_03_beg,ACTOR,Beck
$GRASE_QST_06_1300_2100_05_bad,,
$GRASE_QST_06_1300_2100_05_bad,ACTOR,Burke
$GRASE_QST_06_1300_2100_07_buc,,
$GRASE_QST_06_1300_2100_07_buc,ACTOR,Butch
$GRASE_QST_06_1300_2100_09_bon,,
$GRASE_QST_06_1300_2100_09_bon,ACTOR,Burt
$GRASE_QST_06_1300_2100_11_bad,,
$GRASE_QST_06_1300_2100_11_bad,ACTOR,Burke
$GRASE_QST_06_1300_2100_13_buc,,
$GRASE_QST_06_1300_2100_13_buc,ACTOR,Butch
$GRASE_QST_06_1300_2100_15_beg,,
$GRASE_QST_06_1300_2100_15_beg,ACTOR,Beck
$GRASE_QST_06_1300_2100_17_bon,,
$GRASE_QST_06_1300_2100_17_bon,ACTOR,Burt
$GRASE_QST_06_1300_2100_19_mma,,
$GRASE_QST_06_1300_2100_19_mma,ACTOR,Baglar
$GRASE_QST_06_1300_2100_21_mma,,
$GRASE_QST_06_1300_2100_21_mma,ACTOR,Baglar
$GRASE_QST_06_1300_2100_23_mma,,
$GRASE_QST_06_1300_2100_23_mma,ACTOR,Baglar
$GRASE_QST_06_1300_2101_00_mma,,
$GRASE_QST_06_1300_2102_00_mma,,
$GRASE_QST_06_1300_2200_00_blt,,Too damn free!
$GRASE_QST_06_1300_2200_00_blt,ACTOR,Barret
$GRASE_QST_06_1300_2300_00_cld,,"Yeah, I’m jealous."
$GRASE_QST_06_1300_2300_00_cld,ACTOR,Cloud
$GRASE_QST_06_1300_2300_05_blt,,
$GRASE_QST_06_1300_2300_05_blt,ACTOR,Barret
$GRASE_QST_06_1300_2400_00_cld,,Just kidding.
$GRASE_QST_06_1300_2400_00_cld,ACTOR,Cloud
$GRASE_QST_06_1300_2401_00_cld,,Just kidding.
$GRASE_QST_06_1300_2401_00_cld,ACTOR,Cloud
$KALMT_NPC_10_0100_0100_00_mma,,Sounds like Midgar’s in a real mess.
$KALMT_NPC_10_0100_0200_00_mma,,"After the reactor bombings,<br>now a giant hurricane?"
$KALMT_NPC_10_0100_0300_00_mma,,Avalanche must’ve teamed up with Wutai<br>for some sabotage.
$KALMT_NPC_10_0100_0400_00_mma,,"If Midgar gets locked down,<br>my job’s screwed."
$KALMT_NPC_10_0100_0500_00_mma,,Who do Avalanche think they are?<br>Wanna beat ‘em senseless!
$KALMT_NPC_10_0100_0600_00_mfa,,What’s gonna happen<br>to Kalm’s mako energy?
$KALMT_NPC_10_0100_0700_00_mfa,,"I’ve got business in Midgar,<br>but looks like that’s off for a while~"
$KALMT_NPC_10_0100_0800_00_mfa,,"Avalanche won’t<br>attack Kalm too, right?"
$KALMT_NPC_10_0100_0900_00_mfa,,"If war with Wutai starts,<br>what’ll happen to us?"
$KALMT_NPC_10_0100_1000_00_mfa,,Is it true<br>Midgar’s Sector 7 plate fell?
$KALMT_NPC_10_0100_2100_00_mma,,‟Welcome to Kalm!”<br>Don’t expect that kinda greeting!
$KALMT_NPC_10_0100_2110_00_mma,,"Right now, dealing with<br>the Midgar incident’s top priority!"
$KALMT_NPC_10_0100_2200_00_mma,,Midgar’s direction is sealed off.<br>Don’t leave town without a damn good reason!
$KALMT_NPC_10_0100_2500_00_mma,,Current monster alert’s<br>at danger level.
$KALMT_NPC_10_0100_2510_00_mma,,"Thanks to mako leaking from Midgar,<br>Grasslands monsters are goin’ wild."
$KALMT_NPC_10_0100_2600_00_mma,,Leaving town’s forbidden!
$KALMT_NPC_10_0100_2900_00_mfa,,"Hey,<br>dating today feels kinda tactless, doesn’t it?"
$KALMT_NPC_10_0100_2910_00_mfa,,"You heard about the Midgar incident, right?"
$KALMT_NPC_10_0100_3000_00_mma,,"Reactor bombings, plate collapse,<br>and a tornado on top of that?"
$KALMT_NPC_10_0100_3010_00_mma,,"Basically,<br>it’s fate—the world’s done for!"
$KALMT_NPC_10_0100_3100_00_mfa,,"Hmph~ So on this fated day,<br>you picked me? Not Burke—I’ll go along with it!"
$KALMT_NPC_10_0100_3500_00_mma,,"Oh man, what do I do?<br>I’m in deep trouble here!"
$KALMT_NPC_10_0100_3600_00_mma,,Avalanche’s mess<br>stopped my work dead.
$KALMT_NPC_10_0100_3610_00_mma,,"Just bought this and that,<br>and my bar tab’s piling up too!"
$KALMT_NPC_10_0100_3700_00_mma,,Will Avalanche cover it?<br>Or should I bill Shinra?
$KALMT_NPC_10_0100_4000_00_mma,,"Haa~ Fresh air’s the best!<br>Thanks to Avalanche, I get a short break!"
